time,wave [m],stroke [m],stroke speed [m/s],angle [deg],angular_speed [deg/s],F_PTO [N],Energy [J]
43.02,0.486,1.797,-1.144,0.0,0.0,264674.428,5209357.429
43.03,0.479,1.785,-1.212,0.0,0.0,263756.875,5210438.499
43.04,0.472,1.773,-1.28,0.0,0.0,262839.322,5211581.814
43.05,0.464,1.759,-1.347,0.0,0.0,261921.769,5212787.108
43.06,0.457,1.746,-1.414,0.0,0.0,261004.215,5214054.089
43.07,0.449,1.731,-1.481,0.0,0.0,260086.662,5215382.432
43.08,0.441,1.716,-1.547,0.0,0.0,259169.109,5216771.785
43.09,0.434,1.7,-1.613,0.0,0.0,258111.931,5218453.031
43.1,0.426,1.684,-1.679,0.0,0.0,256798.989,5220626.592
43.11,0.418,1.667,-1.744,0.0,0.0,255346.171,5223111.892
43.12,0.409,1.649,-1.808,0.0,0.0,253841.215,5225771.884
43.13,0.401,1.631,-1.872,0.0,0.0,252341.926,5228515.975
43.14,0.393,1.611,-1.935,0.0,0.0,250876.176,5231300.029
43.15,0.384,1.592,-1.998,0.0,0.0,249441.906,5234126.363
43.16,0.376,1.572,-2.06,0.0,0.0,248008.048,5237041.702
43.17,0.367,1.551,-2.121,0.0,0.0,246668.03,5239815.196
43.18,0.358,1.529,-2.181,0.0,0.0,245343.554,5242640.397
43.19,0.349,1.507,-2.241,0.0,0.0,243849.91,5245951.076
43.2,0.34,1.484,-2.3,0.0,0.0,242077.971,5250006.917
43.21,0.331,1.461,-2.358,0.0,0.0,239994.197,5254893.519
43.22,0.322,1.437,-2.416,0.0,0.0,237640.636,5260522.397
43.23,0.313,1.413,-2.472,0.0,0.0,235134.918,5266630.98
43.24,0.303,1.388,-2.527,0.0,0.0,232662.735,5272799.626
43.25,0.294,1.362,-2.582,0.0,0.0,230237.029,5278996.689
43.26,0.284,1.336,-2.635,0.0,0.0,227811.323,5285324.694
43.27,0.275,1.309,-2.688,0.0,0.0,225385.618,5291781.146
43.28,0.265,1.282,-2.739,0.0,0.0,222959.912,5298363.49
43.29,0.255,1.255,-2.789,0.0,0.0,220534.207,5305069.114
43.3,0.245,1.227,-2.839,0.0,0.0,218108.501,5311895.347
43.31,0.236,1.198,-2.887,0.0,0.0,215682.795,5318839.458
43.32,0.226,1.169,-2.934,0.0,0.0,213232.944,5325970.677
43.33,0.216,1.139,-2.979,0.0,0.0,210585.575,5333805.675
43.34,0.205,1.109,-3.024,0.0,0.0,207787.279,5342208.753
43.35,0.195,1.079,-3.067,0.0,0.0,204917.742,5350944.327
43.36,0.185,1.048,-3.109,0.0,0.0,202033.377,5359844.597
43.37,0.175,1.017,-3.15,0.0,0.0,199167.324,5368809.542
43.38,0.164,0.985,-3.19,0.0,0.0,196329.445,5377806.925
43.39,0.154,0.953,-3.229,0.0,0.0,193506.329,5386872.288
43.4,0.144,0.92,-3.266,0.0,0.0,190695.307,5395997.532
43.41,0.133,0.887,-3.302,0.0,0.0,187946.986,5405011.223
43.42,0.123,0.854,-3.336,0.0,0.0,185143.781,5414312.218
43.43,0.112,0.821,-3.369,0.0,0.0,182194.009,5424210.343
43.44,0.102,0.787,-3.401,0.0,0.0,179053.336,5434854.811
43.45,0.091,0.753,-3.431,0.0,0.0,175724.774,5446234.225
43.46,0.08,0.718,-3.46,0.0,0.0,172258.682,5458176.576
43.47,0.07,0.684,-3.487,0.0,0.0,168752.767,5470349.243
43.48,0.059,0.649,-3.513,0.0,0.0,165297.965,5482441.166
43.49,0.048,0.613,-3.537,0.0,0.0,161847.22,5494605.108
43.5,0.038,0.578,-3.559,0.0,0.0,158396.475,5506849.109
43.51,0.027,0.542,-3.58,0.0,0.0,154945.73,5519167.534
43.52,0.016,0.506,-3.599,0.0,0.0,151494.985,5531554.716
43.53,0.005,0.47,-3.617,0.0,0.0,148044.24,5544004.959
43.54,-0.005,0.434,-3.632,0.0,0.0,144593.495,5556512.539
43.55,-0.016,0.397,-3.646,0.0,0.0,141142.75,5569071.701
43.56,-0.027,0.361,-3.659,0.0,0.0,137644.996,5581849.114
43.57,-0.038,0.324,-3.67,0.0,0.0,134064.156,5594971.735
43.58,-0.048,0.288,-3.679,0.0,0.0,130438.114,5608295.323
43.59,-0.059,0.251,-3.686,0.0,0.0,126795.387,5621709.788
43.6,-0.07,0.214,-3.692,0.0,0.0,123154.717,5635140.707
43.61,-0.081,0.177,-3.696,0.0,0.0,119525.064,5648549.328
43.62,-0.091,0.14,-3.699,0.0,0.0,115905.612,5661932.569
43.63,-0.102,0.103,-3.699,0.0,0.0,112285.887,5675322.576
43.64,-0.113,0.066,-3.698,0.0,0.0,108666.412,5688711.18
43.65,-0.123,0.029,-3.696,0.0,0.0,105047.478,5702091.47
43.66,-0.134,-0.008,-3.692,0.0,0.0,101421.008,5715487.223
43.67,-0.145,-0.045,-3.686,0.0,0.0,97782.25,5728909.96
43.68,-0.155,-0.082,-3.678,0.0,0.0,94129.78,5742358.948
43.69,-0.166,-0.118,-3.669,0.0,0.0,90465.494,5755821.2
43.7,-0.176,-0.155,-3.659,0.0,0.0,86794.616,5769271.475
43.71,-0.187,-0.192,-3.646,0.0,0.0,83125.32,5782673.656
43.72,-0.197,-0.228,-3.632,0.0,0.0,79458.005,5796020.502
43.73,-0.207,-0.264,-3.617,0.0,0.0,75790.69,5809314.225
43.74,-0.218,-0.3,-3.601,0.0,0.0,72123.375,5822549.909
43.75,-0.228,-0.336,-3.583,0.0,0.0,68456.06,5835722.713
43.76,-0.238,-0.372,-3.564,0.0,0.0,64788.745,5848827.872
43.77,-0.249,-0.408,-3.544,0.0,0.0,61121.43,5861860.694
43.78,-0.259,-0.443,-3.522,0.0,0.0,57454.115,5874816.567
43.79,-0.269,-0.478,-3.499,0.0,0.0,53794.535,5887664.056
43.8,-0.279,-0.513,-3.475,0.0,0.0,50194.423,5900219.201
43.81,-0.289,-0.547,-3.45,0.0,0.0,46639.076,5912529.696
43.82,-0.299,-0.582,-3.423,0.0,0.0,43104.749,5924674.592
43.83,-0.308,-0.616,-3.395,0.0,0.0,39574.663,5936708.586
43.84,-0.318,-0.65,-3.367,0.0,0.0,36039.004,5948662.02
43.85,-0.328,-0.683,-3.337,0.0,0.0,32494.921,5960540.876
43.86,-0.338,-0.716,-3.306,0.0,0.0,28946.532,5972326.785
43.87,-0.347,-0.749,-3.273,0.0,0.0,25382.008,5984049.814
43.88,-0.357,-0.782,-3.24,0.0,0.0,21768.513,5995809.995
43.89,-0.366,-0.814,-3.206,0.0,0.0,18198.589,6007314.596
43.9,-0.375,-0.846,-3.171,0.0,0.0,14742.306,6018341.934
43.91,-0.385,-0.878,-3.135,0.0,0.0,11433.273,6028785.519
43.92,-0.394,-0.909,-3.097,0.0,0.0,8268.633,6038654.052
43.93,-0.403,-0.94,-3.059,0.0,0.0,5209.067,6048071.427
43.94,-0.412,-0.97,-3.02,0.0,0.0,2178.79,6057276.729
43.95,-0.421,-1.0,-2.98,0.0,0.0,-890.896,6066485.735
43.96,-0.43,-1.03,-2.939,0.0,0.0,-3963.367,6075579.026
43.97,-0.439,-1.059,-2.897,0.0,0.0,-7035.838,6084545.072
43.98,-0.447,-1.087,-2.854,0.0,0.0,-10108.309,6093381.255
43.99,-0.456,-1.116,-2.811,0.0,0.0,-13180.78,6102085.009
44.0,-0.464,-1.144,-2.767,0.0,0.0,-16253.252,6110653.818
44.01,-0.473,-1.171,-2.722,0.0,0.0,-19325.723,6119085.217
44.02,-0.481,-1.198,-2.676,0.0,0.0,-22398.194,6127376.793
44.03,-0.489,-1.225,-2.629,0.0,0.0,-25379.264,6135288.508
44.04,-0.498,-1.251,-2.581,0.0,0.0,-28204.445,6142654.264
44.05,-0.506,-1.276,-2.533,0.0,0.0,-30945.228,6149662.998
44.06,-0.514,-1.301,-2.484,0.0,0.0,-33655.173,6156455.697
44.07,-0.521,-1.326,-2.434,0.0,0.0,-36369.382,6163124.033
44.08,-0.529,-1.35,-2.384,0.0,0.0,-39104.498,6169710.367
44.09,-0.537,-1.374,-2.332,0.0,0.0,-41858.709,6176207.747
44.1,-0.544,-1.397,-2.28,0.0,0.0,-44613.159,6182562.901
44.11,-0.552,-1.419,-2.227,0.0,0.0,-47450.439,6188936.413
44.12,-0.559,-1.441,-2.174,0.0,0.0,-50295.127,6195178.614
44.13,-0.566,-1.463,-2.119,0.0,0.0,-52997.522,6200985.811
44.14,-0.574,-1.484,-2.064,0.0,0.0,-55469.93,6206182.637
44.15,-0.581,-1.504,-2.008,0.0,0.0,-57686.66,6210722.055
44.16,-0.588,-1.524,-1.952,0.0,0.0,-59684.028,6214685.36
44.17,-0.595,-1.543,-1.895,0.0,0.0,-61560.354,6218282.174
44.18,-0.601,-1.562,-1.837,0.0,0.0,-63468.116,6221833.926
44.19,-0.608,-1.58,-1.779,0.0,0.0,-65411.654,6225348.479
44.2,-0.615,-1.597,-1.72,0.0,0.0,-67355.192,6228749.302
44.21,-0.621,-1.614,-1.661,0.0,0.0,-69298.73,6232035.31
44.22,-0.627,-1.63,-1.601,0.0,0.0,-71242.268,6235205.452
44.23,-0.634,-1.646,-1.541,0.0,0.0,-73185.806,6238258.721
44.24,-0.64,-1.661,-1.48,0.0,0.0,-75129.343,6241194.145
44.25,-0.646,-1.676,-1.419,0.0,0.0,-77072.881,6244010.792
44.26,-0.652,-1.69,-1.357,0.0,0.0,-78985.539,6246667.814
44.27,-0.658,-1.703,-1.295,0.0,0.0,-80674.607,6248919.063
44.28,-0.663,-1.716,-1.232,0.0,0.0,-82197.818,6250848.288
44.29,-0.669,-1.728,-1.169,0.0,0.0,-83643.555,6252577.251
44.3,-0.674,-1.739,-1.106,0.0,0.0,-85074.167,6254191.718
44.31,-0.68,-1.75,-1.042,0.0,0.0,-86525.959,6255741.453
44.32,-0.685,-1.76,-0.978,0.0,0.0,-88009.203,6257240.223
44.33,-0.69,-1.769,-0.914,0.0,0.0,-89508.128,6258665.793
44.34,-0.696,-1.778,-0.849,0.0,0.0,-91036.624,6260001.43
44.35,-0.701,-1.786,-0.785,0.0,0.0,-92665.955,6261297.202
44.36,-0.705,-1.794,-0.72,0.0,0.0,-94200.211,6262442.74
44.37,-0.71,-1.801,-0.655,0.0,0.0,-95492.042,6263356.964
44.38,-0.715,-1.807,-0.59,0.0,0.0,-96471.366,6264007.187
44.39,-0.72,-1.812,-0.525,0.0,0.0,-97145.37,6264409.12
44.4,-0.724,-1.817,-0.459,0.0,0.0,-97598.515,6264626.873
44.41,-0.729,-1.822,-0.394,0.0,0.0,-97992.529,6264772.949
44.42,-0.733,-1.825,-0.328,0.0,0.0,-98470.066,6264943.799
44.43,-0.737,-1.828,-0.263,0.0,0.0,-98952.822,6265086.6
44.44,-0.741,-1.83,-0.198,0.0,0.0,-99435.579,6265197.859
44.45,-0.745,-1.832,-0.133,0.0,0.0,-99918.336,6265277.604
44.46,-0.749,-1.833,-0.067,0.0,0.0,-100401.092,6265325.881
44.47,-0.753,-1.833,-0.002,0.0,0.0,-100883.849,6265342.747
44.48,-0.757,-1.833,0.062,0.0,0.0,-101366.606,6265328.278
44.49,-0.76,-1.832,0.127,0.0,0.0,-101849.362,6265282.563
44.5,-0.764,-1.831,0.191,0.0,0.0,-102185.443,6265239.629
44.51,-0.767,-1.828,0.256,0.0,0.0,-102280.077,6265229.908
44.52,-0.771,-1.825,0.319,0.0,0.0,-102244.599,6265238.932
44.53,-0.774,-1.822,0.383,0.0,0.0,-102162.068,6265255.869
44.54,-0.777,-1.818,0.446,0.0,0.0,-102086.773,6265273.637
44.55,-0.78,-1.813,0.509,0.0,0.0,-102044.232,6265288.9
44.56,-0.783,-1.808,0.571,0.0,0.0,-102031.196,6265302.071
44.57,-0.786,-1.802,0.633,0.0,0.0,-102017.971,6265315.486
44.58,-0.789,-1.795,0.694,0.0,0.0,-102104.216,6265229.437
44.59,-0.791,-1.788,0.755,0.0,0.0,-102196.245,6265139.679
44.6,-0.794,-1.78,0.816,0.0,0.0,-102113.194,6265214.199
44.61,-0.796,-1.771,0.876,0.0,0.0,-101749.574,6265555.082
44.62,-0.799,-1.762,0.935,0.0,0.0,-101075.265,6266198.519
44.63,-0.801,-1.753,0.994,0.0,0.0,-100135.519,6267114.802
44.64,-0.803,-1.742,1.052,0.0,0.0,-99050.959,6268208.326
44.65,-0.806,-1.732,1.11,0.0,0.0,-98006.921,6269326.457
44.66,-0.808,-1.72,1.167,0.0,0.0,-97004.956,6270467.102
44.67,-0.81,-1.708,1.223,0.0,0.0,-96002.991,6271664.482
44.68,-0.811,-1.696,1.279,0.0,0.0,-95001.025,6272917.884
44.69,-0.813,-1.683,1.333,0.0,0.0,-93999.06,6274226.554
44.7,-0.815,-1.669,1.387,0.0,0.0,-92997.095,6275589.705
44.71,-0.817,-1.655,1.441,0.0,0.0,-91995.129,6277006.51
44.72,-0.818,-1.64,1.493,0.0,0.0,-90993.164,6278476.107
44.73,-0.82,-1.625,1.53,0.0,0.0,-90062.515,6279883.804
44.74,-0.821,-1.611,1.475,0.0,0.0,-89619.045,6280558.229
44.75,-0.822,-1.597,1.356,0.0,0.0,-89531.835,6280690.857
44.76,-0.824,-1.584,1.213,0.0,0.0,-89610.147,6280571.761
44.77,-0.825,-1.573,1.073,0.0,0.0,-89719.678,6280405.187
44.78,-0.826,-1.562,0.954,0.0,0.0,-89782.564,6280309.551
44.79,-0.827,-1.553,0.86,0.0,0.0,-89777.376,6280317.441
44.8,-0.828,-1.544,0.784,0.0,0.0,-89739.122,6280375.617
44.81,-0.829,-1.537,0.71,0.0,0.0,-89733.116,6280384.751
44.82,-0.829,-1.53,0.642,0.0,0.0,-89733.116,6280384.751
44.83,-0.83,-1.524,0.581,0.0,0.0,-89733.116,6280384.751
44.84,-0.831,-1.518,0.526,0.0,0.0,-89733.116,6280384.751
44.85,-0.831,-1.513,0.476,0.0,0.0,-89733.116,6280384.751
44.86,-0.832,-1.509,0.431,0.0,0.0,-89733.116,6280384.751
44.87,-0.832,-1.505,0.39,0.0,0.0,-89733.116,6280384.751
44.88,-0.833,-1.501,0.353,0.0,0.0,-89733.116,6280384.751
44.89,-0.833,-1.497,0.319,0.0,0.0,-89733.116,6280384.751
44.9,-0.833,-1.494,0.289,0.0,0.0,-89733.116,6280384.751
44.91,-0.833,-1.492,0.261,0.0,0.0,-89733.116,6280384.751
44.92,-0.833,-1.489,0.236,0.0,0.0,-89733.116,6280384.751
44.93,-0.833,-1.487,0.214,0.0,0.0,-89733.116,6280384.751
44.94,-0.833,-1.485,0.194,0.0,0.0,-89733.116,6280384.751
44.95,-0.833,-1.483,0.175,0.0,0.0,-89733.116,6280384.751
44.96,-0.832,-1.481,0.158,0.0,0.0,-89733.116,6280384.751
44.97,-0.832,-1.48,0.143,0.0,0.0,-89733.116,6280384.751
44.98,-0.832,-1.479,0.13,0.0,0.0,-89733.116,6280384.751
44.99,-0.831,-1.477,0.117,0.0,0.0,-89733.116,6280384.751
45.0,-0.831,-1.476,0.106,0.0,0.0,-89733.116,6280384.751
45.01,-0.83,-1.475,0.096,0.0,0.0,-89733.116,6280384.751
45.02,-0.829,-1.474,0.087,0.0,0.0,-89733.116,6280384.751
45.03,-0.829,-1.473,0.079,0.0,0.0,-89733.116,6280384.751
45.04,-0.828,-1.473,0.071,0.0,0.0,-89733.116,6280384.751
45.05,-0.827,-1.472,0.064,0.0,0.0,-89733.116,6280384.751
45.06,-0.826,-1.471,0.058,0.0,0.0,-89733.116,6280384.751
45.07,-0.825,-1.471,0.053,0.0,0.0,-89733.116,6280384.751
45.08,-0.824,-1.47,0.048,0.0,0.0,-89733.116,6280384.751
45.09,-0.823,-1.47,0.043,0.0,0.0,-89733.116,6280384.751
45.1,-0.821,-1.469,0.039,0.0,0.0,-89733.116,6280384.751
45.11,-0.82,-1.469,0.035,0.0,0.0,-89733.116,6280384.751
45.12,-0.819,-1.469,0.032,0.0,0.0,-89733.116,6280384.751
45.13,-0.817,-1.468,0.029,0.0,0.0,-89733.116,6280384.751
45.14,-0.816,-1.468,0.026,0.0,0.0,-89733.116,6280384.751
45.15,-0.814,-1.468,0.024,0.0,0.0,-89733.116,6280384.751
45.16,-0.813,-1.468,0.021,0.0,0.0,-89733.116,6280384.751
45.17,-0.811,-1.468,0.019,0.0,0.0,-89733.116,6280384.751
45.18,-0.809,-1.467,0.018,0.0,0.0,-89733.116,6280384.751
45.19,-0.807,-1.467,0.016,0.0,0.0,-89733.116,6280384.751
45.2,-0.805,-1.467,0.014,0.0,0.0,-89733.116,6280384.751
45.21,-0.803,-1.467,0.013,0.0,0.0,-89733.116,6280384.751
45.22,-0.801,-1.467,0.012,0.0,0.0,-89733.116,6280384.751
45.23,-0.799,-1.467,0.011,0.0,0.0,-89733.116,6280384.751
45.24,-0.797,-1.467,0.01,0.0,0.0,-89733.116,6280384.751
45.25,-0.795,-1.466,0.009,0.0,0.0,-89733.116,6280384.751
45.26,-0.792,-1.466,0.008,0.0,0.0,-89733.116,6280384.751
45.27,-0.79,-1.466,0.007,0.0,0.0,-89733.116,6280384.751
45.28,-0.788,-1.466,0.006,0.0,0.0,-89733.116,6280384.751
45.29,-0.785,-1.466,0.006,0.0,0.0,-89733.116,6280384.751
45.3,-0.782,-1.466,0.005,0.0,0.0,-89733.116,6280384.751
45.31,-0.78,-1.466,0.005,0.0,0.0,-89733.116,6280384.751
45.32,-0.777,-1.466,0.004,0.0,0.0,-89733.116,6280384.751
45.33,-0.774,-1.466,0.004,0.0,0.0,-89733.116,6280384.751
45.34,-0.771,-1.466,0.004,0.0,0.0,-89733.116,6280384.751
45.35,-0.768,-1.466,0.003,0.0,0.0,-89733.116,6280384.751
45.36,-0.765,-1.466,0.003,0.0,0.0,-89733.116,6280384.751
45.37,-0.762,-1.466,0.003,0.0,0.0,-89733.116,6280384.751
45.38,-0.759,-1.466,0.002,0.0,0.0,-89733.116,6280384.751
45.39,-0.756,-1.466,0.002,0.0,0.0,-89733.116,6280384.751
45.4,-0.753,-1.466,0.002,0.0,0.0,-89733.116,6280384.751
45.41,-0.749,-1.466,0.002,0.0,0.0,-89733.116,6280384.751
45.42,-0.746,-1.466,0.002,0.0,0.0,-89733.116,6280384.751
45.43,-0.742,-1.466,0.001,0.0,0.0,-89733.116,6280384.751
45.44,-0.739,-1.466,0.001,0.0,0.0,-89733.116,6280384.751
45.45,-0.735,-1.466,0.001,0.0,0.0,-89733.116,6280384.751
45.46,-0.732,-1.466,0.001,0.0,0.0,-89733.116,6280384.751
45.47,-0.728,-1.466,0.001,0.0,0.0,-89733.116,6280384.751
45.48,-0.724,-1.466,0.001,0.0,0.0,-89733.116,6280384.751
45.49,-0.72,-1.466,0.001,0.0,0.0,-89733.116,6280384.751
45.5,-0.716,-1.466,0.001,0.0,0.0,-89733.116,6280384.751
45.51,-0.712,-1.466,0.001,0.0,0.0,-89733.117,6280384.751
45.52,-0.708,-1.466,-0.004,0.0,0.0,-89733.156,6280384.749
45.53,-0.704,-1.466,-0.009,0.0,0.0,-89733.196,6280384.746
45.54,-0.699,-1.466,-0.007,0.0,0.0,-89733.175,6280384.745
45.55,-0.695,-1.466,0.008,0.0,0.0,-89733.06,6280384.746
45.56,-0.691,-1.466,0.035,0.0,0.0,-89732.842,6280384.754
45.57,-0.686,-1.465,0.074,0.0,0.0,-89732.536,6280384.77
45.58,-0.682,-1.464,0.118,0.0,0.0,-89732.183,6280384.799
45.59,-0.677,-1.463,0.161,0.0,0.0,-89731.846,6280384.844
45.6,-0.672,-1.461,0.202,0.0,0.0,-89731.521,6280384.903
45.61,-0.667,-1.459,0.244,0.0,0.0,-89731.197,6280384.975
45.62,-0.663,-1.456,0.285,0.0,0.0,-89730.872,6280385.061
45.63,-0.658,-1.453,0.326,0.0,0.0,-89730.548,6280385.16
45.64,-0.653,-1.45,0.367,0.0,0.0,-89730.223,6280385.273
45.65,-0.648,-1.446,0.408,0.0,0.0,-89729.899,6280385.398
45.66,-0.642,-1.441,0.449,0.0,0.0,-89729.574,6280385.538
45.67,-0.637,-1.437,0.491,0.0,0.0,-89696.698,6280402.97
45.68,-0.632,-1.432,0.531,0.0,0.0,-89464.912,6280528.443
45.69,-0.627,-1.426,0.572,0.0,0.0,-89091.617,6280737.11
45.7,-0.621,-1.42,0.613,0.0,0.0,-88653.292,6280992.938
45.71,-0.616,-1.414,0.654,0.0,0.0,-88203.592,6281270.63
45.72,-0.61,-1.407,0.694,0.0,0.0,-87773.34,6281555.625
45.73,-0.605,-1.4,0.735,0.0,0.0,-87370.533,6281844.098
45.74,-0.599,-1.392,0.775,0.0,0.0,-86980.339,6282142.963
45.75,-0.593,-1.384,0.815,0.0,0.0,-86608.299,6282433.594
45.76,-0.587,-1.376,0.855,0.0,0.0,-86295.903,6282680.928
45.77,-0.582,-1.367,0.894,0.0,0.0,-85918.525,6283008.203
45.78,-0.576,-1.358,0.933,0.0,0.0,-85385.533,6283505.66
45.79,-0.57,-1.349,0.973,0.0,0.0,-84654.947,6284217.302
45.8,-0.563,-1.339,1.011,0.0,0.0,-83733.439,6285140.892
45.81,-0.557,-1.328,1.05,0.0,0.0,-82676.334,6286227.955
45.82,-0.551,-1.318,1.088,0.0,0.0,-81587.612,6287383.773
45.83,-0.545,-1.307,1.126,0.0,0.0,-80551.156,6288530.906
45.84,-0.538,-1.295,1.164,0.0,0.0,-79516.843,6289715.174
45.85,-0.532,-1.283,1.201,0.0,0.0,-78482.531,6290938.224
45.86,-0.526,-1.271,1.238,0.0,0.0,-77448.218,6292199.712
45.87,-0.519,-1.259,1.275,0.0,0.0,-76413.906,6293499.283
45.88,-0.512,-1.246,1.311,0.0,0.0,-75379.593,6294836.567
45.89,-0.506,-1.232,1.347,0.0,0.0,-74345.281,6296211.181
45.9,-0.499,-1.219,1.382,0.0,0.0,-73310.968,6297622.73
45.91,-0.492,-1.205,1.418,0.0,0.0,-72185.382,6299202.076
45.92,-0.485,-1.19,1.452,0.0,0.0,-70924.626,6301014.626
45.93,-0.478,-1.176,1.487,0.0,0.0,-69591.914,6302972.423
45.94,-0.471,-1.161,1.52,0.0,0.0,-68234.012,6305010.23
45.95,-0.464,-1.145,1.554,0.0,0.0,-66881.238,6307085.542
45.96,-0.457,-1.13,1.587,0.0,0.0,-65547.459,6309178.586
45.97,-0.45,-1.114,1.619,0.0,0.0,-64230.09,6311292.315
45.98,-0.443,-1.097,1.651,0.0,0.0,-62912.401,6313448.457
45.99,-0.436,-1.081,1.683,0.0,0.0,-61648.33,6315547.761
46.0,-0.429,-1.064,1.714,0.0,0.0,-60382.282,6317692.019
46.01,-0.421,-1.046,1.744,0.0,0.0,-59021.589,6320047.348
46.02,-0.414,-1.029,1.774,0.0,0.0,-57512.923,6322710.093
46.03,-0.406,-1.011,1.803,0.0,0.0,-55842.298,6325706.829
46.04,-0.399,-0.993,1.832,0.0,0.0,-54035.069,6328994.361
46.05,-0.391,-0.974,1.861,0.0,0.0,-52155.934,6332459.724
46.06,-0.384,-0.955,1.888,0.0,0.0,-50301.405,6335933.37
46.07,-0.376,-0.936,1.915,0.0,0.0,-48466.65,6339422.622
46.08,-0.368,-0.917,1.942,0.0,0.0,-46631.896,6342960.975
46.09,-0.361,-0.898,1.968,0.0,0.0,-44797.141,6346547.284
46.1,-0.353,-0.878,1.993,0.0,0.0,-42962.386,6350180.378
46.11,-0.345,-0.858,2.017,0.0,0.0,-41127.632,6353859.058
46.12,-0.337,-0.837,2.041,0.0,0.0,-39292.877,6357582.102
46.13,-0.329,-0.817,2.064,0.0,0.0,-37458.123,6361348.261
46.14,-0.321,-0.796,2.087,0.0,0.0,-35605.982,6365192.917
46.15,-0.313,-0.775,2.108,0.0,0.0,-33653.136,6369291.077
46.16,-0.305,-0.754,2.129,0.0,0.0,-31629.59,6373579.581
46.17,-0.297,-0.733,2.15,0.0,0.0,-29573.736,6377977.252
46.18,-0.289,-0.711,2.169,0.0,0.0,-27512.457,6382426.775
46.19,-0.281,-0.689,2.188,0.0,0.0,-25461.128,6386894.702
46.2,-0.273,-0.667,2.206,0.0,0.0,-23423.611,6391371.445
46.21,-0.265,-0.645,2.223,0.0,0.0,-21392.257,6395871.284
46.22,-0.257,-0.623,2.24,0.0,0.0,-19368.518,6400386.365
46.23,-0.248,-0.6,2.255,0.0,0.0,-17370.399,6404874.923
46.24,-0.24,-0.578,2.27,0.0,0.0,-15342.945,6409461.945
46.25,-0.232,-0.555,2.284,0.0,0.0,-13246.588,6414236.935
46.26,-0.224,-0.532,2.297,0.0,0.0,-11063.172,6419240.299
46.27,-0.215,-0.509,2.309,0.0,0.0,-8795.947,6424463.343
46.28,-0.207,-0.486,2.32,0.0,0.0,-6469.573,6429848.27
46.29,-0.199,-0.463,2.331,0.0,0.0,-4130.119,6435288.187
46.3,-0.19,-0.439,2.34,0.0,0.0,-1813.565,6440698.967
46.31,-0.182,-0.416,2.349,0.0,0.0,502.192,6446128.891
46.32,-0.174,-0.392,2.357,0.0,0.0,2817.948,6451577.613
46.33,-0.165,-0.369,2.363,0.0,0.0,5133.705,6457042.94
46.34,-0.157,-0.345,2.369,0.0,0.0,7449.461,6462522.646
46.35,-0.148,-0.321,2.374,0.0,0.0,9765.217,6468014.478
46.36,-0.14,-0.297,2.378,0.0,0.0,12080.974,6473516.147
46.37,-0.132,-0.274,2.38,0.0,0.0,14396.731,6479025.34
46.38,-0.123,-0.25,2.382,0.0,0.0,16731.629,6484585.329
46.39,-0.115,-0.226,2.383,0.0,0.0,19093.899,6490213.352
46.4,-0.106,-0.202,2.382,0.0,0.0,21470.688,6495876.354
46.41,-0.098,-0.178,2.381,0.0,0.0,23852.503,6501549.257
46.42,-0.09,-0.155,2.379,0.0,0.0,26233.206,6507214.96
46.43,-0.081,-0.131,2.375,0.0,0.0,28610.016,6512864.337
46.44,-0.073,-0.107,2.37,0.0,0.0,30983.509,6518496.239
46.45,-0.064,-0.083,2.365,0.0,0.0,33357.813,6524117.936
46.46,-0.056,-0.06,2.358,0.0,0.0,35741.542,6529746.981
46.47,-0.048,-0.036,2.35,0.0,0.0,38124.792,6535357.719
46.48,-0.039,-0.013,2.342,0.0,0.0,40495.35,6540919.266
46.49,-0.031,0.011,2.332,0.0,0.0,42846.223,6546412.95
46.5,-0.023,0.034,2.321,0.0,0.0,45175.632,6551832.311
46.51,-0.014,0.057,2.309,0.0,0.0,47487.017,6557183.101
46.52,-0.006,0.08,2.296,0.0,0.0,49789.034,6562483.287
46.53,0.002,0.103,2.282,0.0,0.0,52094.457,6567760.481
46.54,0.01,0.126,2.267,0.0,0.0,54402.408,6573010.313
46.55,0.019,0.148,2.251,0.0,0.0,56710.359,6578224.586
46.56,0.027,0.171,2.234,0.0,0.0,59018.309,6583401.049
46.57,0.035,0.193,2.217,0.0,0.0,61326.26,6588537.486
46.58,0.043,0.215,2.198,0.0,0.0,63634.211,6593631.709
46.59,0.051,0.237,2.178,0.0,0.0,65942.161,6598681.564
46.6,0.059,0.259,2.158,0.0,0.0,68250.112,6603684.928
46.61,0.067,0.28,2.136,0.0,0.0,70546.543,6608615.343
46.62,0.075,0.301,2.114,0.0,0.0,72779.647,6613361.618
46.63,0.083,0.322,2.09,0.0,0.0,74968.861,6617963.898
46.64,0.091,0.343,2.066,0.0,0.0,77138.132,6622471.727
46.65,0.099,0.364,2.041,0.0,0.0,79304.2,6626919.205
46.66,0.107,0.384,2.016,0.0,0.0,81476.589,6631324.984
46.67,0.114,0.404,1.989,0.0,0.0,83657.612,6635692.27
46.68,0.122,0.424,1.962,0.0,0.0,85842.374,6640008.821
46.69,0.13,0.443,1.934,0.0,0.0,88045.33,6644296.465
46.7,0.137,0.462,1.905,0.0,0.0,90286.837,6648591.602
46.71,0.145,0.481,1.875,0.0,0.0,92483.112,6652741.248
