time,wave [m],stroke [m],stroke speed [m/s],angle [deg],angular_speed [deg/s],F_PTO [N],Energy [J]
147.49,0.337,0.286,-0.0,0.0,0.0,-19818.797,35451749.16
147.5,0.331,0.286,-0.0,0.0,0.0,-19818.797,35451749.16
147.51,0.325,0.286,-0.0,0.0,0.0,-19818.797,35451749.16
147.52,0.318,0.286,-0.0,0.0,0.0,-19818.797,35451749.16
147.53,0.312,0.286,-0.0,0.0,0.0,-19818.797,35451749.16
147.54,0.305,0.286,-0.0,0.0,0.0,-19818.797,35451749.16
147.55,0.299,0.286,-0.0,0.0,0.0,-19818.797,35451749.16
147.56,0.292,0.286,-0.0,0.0,0.0,-19818.797,35451749.16
147.57,0.286,0.286,-0.0,0.0,0.0,-19818.797,35451749.16
147.58,0.279,0.286,-0.0,0.0,0.0,-19818.797,35451749.16
147.59,0.272,0.286,-0.0,0.0,0.0,-19818.797,35451749.16
147.6,0.265,0.286,-0.0,0.0,0.0,-19818.797,35451749.16
147.61,0.259,0.286,-0.0,0.0,0.0,-19818.797,35451749.16
147.62,0.252,0.286,-0.0,0.0,0.0,-19818.797,35451749.16
147.63,0.245,0.286,-0.0,0.0,0.0,-19818.797,35451749.16
147.64,0.238,0.286,-0.0,0.0,0.0,-19818.797,35451749.16
147.65,0.231,0.286,-0.0,0.0,0.0,-19818.797,35451749.16
147.66,0.224,0.286,-0.0,0.0,0.0,-19818.797,35451749.16
147.67,0.217,0.286,-0.0,0.0,0.0,-19818.797,35451749.16
147.68,0.21,0.286,-0.0,0.0,0.0,-19818.797,35451749.16
147.69,0.203,0.286,-0.0,0.0,0.0,-19818.797,35451749.16
147.7,0.196,0.286,-0.0,0.0,0.0,-19818.797,35451749.16
147.71,0.189,0.286,0.001,0.0,0.0,-19818.796,35451749.16
147.72,0.181,0.286,0.003,0.0,0.0,-19818.793,35451749.16
147.73,0.174,0.286,0.004,0.0,0.0,-19818.793,35451749.16
147.74,0.167,0.286,-0.001,0.0,0.0,-19818.798,35451749.16
147.75,0.16,0.286,-0.01,0.0,0.0,-19818.808,35451749.16
147.76,0.153,0.286,-0.024,0.0,0.0,-19818.824,35451749.161
147.77,0.145,0.286,-0.041,0.0,0.0,-19818.842,35451749.161
147.78,0.138,0.285,-0.058,0.0,0.0,-19818.862,35451749.162
147.79,0.131,0.285,-0.075,0.0,0.0,-19818.879,35451749.163
147.8,0.124,0.284,-0.091,0.0,0.0,-19818.897,35451749.165
147.81,0.116,0.283,-0.108,0.0,0.0,-19818.915,35451749.166
147.82,0.109,0.282,-0.125,0.0,0.0,-19818.933,35451749.168
147.83,0.102,0.28,-0.143,0.0,0.0,-19818.951,35451749.171
147.84,0.094,0.279,-0.16,0.0,0.0,-19818.969,35451749.174
147.85,0.087,0.277,-0.178,0.0,0.0,-19818.987,35451749.177
147.86,0.08,0.275,-0.195,0.0,0.0,-19820.982,35451749.609
147.87,0.073,0.273,-0.213,0.0,0.0,-19890.017,35451764.859
147.88,0.065,0.271,-0.231,0.0,0.0,-20027.538,35451796.189
147.89,0.058,0.269,-0.249,0.0,0.0,-20199.77,35451837.129
147.9,0.051,0.266,-0.267,0.0,0.0,-20382.191,35451882.984
147.91,0.043,0.263,-0.285,0.0,0.0,-20559.523,35451930.832
147.92,0.036,0.26,-0.303,0.0,0.0,-20725.739,35451979.527
147.93,0.029,0.257,-0.322,0.0,0.0,-20884.06,35452029.695
147.94,0.022,0.254,-0.34,0.0,0.0,-21041.088,35452081.548
147.95,0.014,0.25,-0.358,0.0,0.0,-21165.796,35452122.216
147.96,0.007,0.247,-0.376,0.0,0.0,-21303.167,35452171.224
147.97,-0.0,0.243,-0.395,0.0,0.0,-21500.629,35452248.803
147.98,-0.007,0.239,-0.413,0.0,0.0,-21783.697,35452366.248
147.99,-0.014,0.235,-0.431,0.0,0.0,-22155.97,35452525.919
148.0,-0.022,0.23,-0.449,0.0,0.0,-22599.138,35452721.24
148.01,-0.029,0.226,-0.467,0.0,0.0,-23072.972,35452936.701
148.02,-0.036,0.221,-0.485,0.0,0.0,-23526.535,35453152.28
148.03,-0.043,0.216,-0.503,0.0,0.0,-23973.919,35453373.489
148.04,-0.05,0.211,-0.521,0.0,0.0,-24421.302,35453602.728
148.05,-0.057,0.205,-0.539,0.0,0.0,-24868.686,35453839.953
148.06,-0.064,0.2,-0.557,0.0,0.0,-25316.069,35454085.118
148.07,-0.071,0.194,-0.574,0.0,0.0,-25763.452,35454338.17
148.08,-0.078,0.188,-0.592,0.0,0.0,-26210.836,35454599.049
148.09,-0.085,0.182,-0.609,0.0,0.0,-26658.219,35454867.693
148.1,-0.092,0.176,-0.626,0.0,0.0,-27127.705,35455158.185
148.11,-0.099,0.17,-0.643,0.0,0.0,-27667.456,35455501.741
148.12,-0.106,0.163,-0.66,0.0,0.0,-28249.916,35455881.44
148.13,-0.113,0.157,-0.677,0.0,0.0,-28850.34,35456281.972
148.14,-0.12,0.15,-0.693,0.0,0.0,-29451.854,35456692.853
148.15,-0.126,0.143,-0.709,0.0,0.0,-30045.454,35457108.429
148.16,-0.133,0.136,-0.725,0.0,0.0,-30630.003,35457527.875
148.17,-0.14,0.128,-0.741,0.0,0.0,-31212.234,35457955.191
148.18,-0.147,0.121,-0.756,0.0,0.0,-31779.515,35458378.538
148.19,-0.153,0.113,-0.771,0.0,0.0,-32331.254,35458798.194
148.2,-0.16,0.105,-0.786,0.0,0.0,-32917.55,35459254.949
148.21,-0.166,0.098,-0.801,0.0,0.0,-33570.198,35459774.836
148.22,-0.173,0.089,-0.816,0.0,0.0,-34301.805,35460368.432
148.23,-0.18,0.081,-0.83,0.0,0.0,-35105.788,35461030.86
148.24,-0.186,0.073,-0.843,0.0,0.0,-35956.376,35461741.789
148.25,-0.193,0.064,-0.857,0.0,0.0,-36808.635,35462465.455
148.26,-0.199,0.056,-0.87,0.0,0.0,-37643.683,35463186.61
148.27,-0.205,0.047,-0.883,0.0,0.0,-38478.732,35463918.649
148.28,-0.212,0.038,-0.896,0.0,0.0,-39313.78,35464661.297
148.29,-0.218,0.029,-0.908,0.0,0.0,-40148.829,35465414.271
148.3,-0.225,0.02,-0.92,0.0,0.0,-40983.877,35466177.284
148.31,-0.231,0.011,-0.931,0.0,0.0,-41818.926,35466950.041
148.32,-0.237,0.001,-0.942,0.0,0.0,-42653.974,35467732.242
148.33,-0.243,-0.008,-0.953,0.0,0.0,-43490.403,35468524.914
148.34,-0.249,-0.018,-0.963,0.0,0.0,-44367.64,35469365.917
148.35,-0.256,-0.027,-0.973,0.0,0.0,-45285.631,35470255.186
148.36,-0.262,-0.037,-0.983,0.0,0.0,-46224.191,35471173.167
148.37,-0.268,-0.047,-0.992,0.0,0.0,-47168.69,35472105.581
148.38,-0.274,-0.057,-1.001,0.0,0.0,-48110.042,35473043.416
148.39,-0.28,-0.067,-1.009,0.0,0.0,-49044.713,35473982.935
148.4,-0.286,-0.077,-1.017,0.0,0.0,-49974.717,35474925.671
148.41,-0.292,-0.087,-1.025,0.0,0.0,-50904.562,35475875.292
148.42,-0.298,-0.098,-1.032,0.0,0.0,-51820.253,35476816.719
148.43,-0.303,-0.108,-1.039,0.0,0.0,-52742.021,35477771.037
148.44,-0.309,-0.119,-1.045,0.0,0.0,-53691.039,35478760.196
148.45,-0.315,-0.129,-1.051,0.0,0.0,-54678.631,35479795.792
148.46,-0.321,-0.14,-1.056,0.0,0.0,-55706.271,35480879.07
148.47,-0.326,-0.15,-1.061,0.0,0.0,-56765.582,35482000.918
148.48,-0.332,-0.161,-1.066,0.0,0.0,-57838.339,35483141.871
148.49,-0.338,-0.171,-1.07,0.0,0.0,-58901.815,35484277.71
148.5,-0.343,-0.182,-1.074,0.0,0.0,-59962.664,35485414.914
148.51,-0.349,-0.193,-1.077,0.0,0.0,-61023.512,35486555.754
148.52,-0.355,-0.204,-1.08,0.0,0.0,-62084.361,35487699.75
148.53,-0.36,-0.215,-1.082,0.0,0.0,-63145.209,35488846.422
148.54,-0.366,-0.225,-1.084,0.0,0.0,-64206.058,35489995.288
148.55,-0.371,-0.236,-1.085,0.0,0.0,-65266.906,35491145.867
148.56,-0.376,-0.247,-1.086,0.0,0.0,-66327.755,35492297.673
148.57,-0.382,-0.258,-1.087,0.0,0.0,-67392.553,35493454.516
148.58,-0.387,-0.269,-1.087,0.0,0.0,-68469.402,35494624.716
148.59,-0.392,-0.28,-1.086,0.0,0.0,-69553.511,35495802.568
148.6,-0.398,-0.291,-1.085,0.0,0.0,-70640.652,35496982.988
148.61,-0.403,-0.301,-1.084,0.0,0.0,-71727.947,35498162.355
148.62,-0.408,-0.312,-1.082,0.0,0.0,-72813.871,35499338.52
148.63,-0.413,-0.323,-1.08,0.0,0.0,-73898.248,35500510.802
148.64,-0.418,-0.334,-1.077,0.0,0.0,-74982.255,35501679.988
148.65,-0.423,-0.345,-1.074,0.0,0.0,-76069.96,35502849.93
148.66,-0.429,-0.355,-1.07,0.0,0.0,-77159.819,35504018.479
148.67,-0.434,-0.366,-1.066,0.0,0.0,-78244.65,35505177.553
148.68,-0.439,-0.377,-1.062,0.0,0.0,-79319.945,35506321.917
148.69,-0.444,-0.387,-1.057,0.0,0.0,-80383.942,35507449.258
148.7,-0.448,-0.398,-1.052,0.0,0.0,-81437.624,35508560.177
148.71,-0.453,-0.408,-1.046,0.0,0.0,-82484.715,35509658.198
148.72,-0.458,-0.419,-1.039,0.0,0.0,-83531.677,35510749.752
148.73,-0.463,-0.429,-1.033,0.0,0.0,-84581.047,35511837.091
148.74,-0.468,-0.439,-1.026,0.0,0.0,-85630.417,35512917.199
148.75,-0.473,-0.45,-1.018,0.0,0.0,-86679.787,35513989.633
148.76,-0.477,-0.46,-1.01,0.0,0.0,-87729.157,35515053.953
148.77,-0.482,-0.47,-1.002,0.0,0.0,-88778.527,35516109.727
148.78,-0.487,-0.48,-0.993,0.0,0.0,-89827.897,35517156.527
148.79,-0.491,-0.49,-0.984,0.0,0.0,-90877.268,35518193.933
148.8,-0.496,-0.499,-0.974,0.0,0.0,-91925.7,35519220.629
148.81,-0.5,-0.509,-0.965,0.0,0.0,-92949.728,35520213.673
148.82,-0.505,-0.519,-0.954,0.0,0.0,-93949.916,35521173.421
148.83,-0.509,-0.528,-0.944,0.0,0.0,-94938.119,35522111.093
148.84,-0.514,-0.538,-0.933,0.0,0.0,-95922.923,35523034.72
148.85,-0.518,-0.547,-0.921,0.0,0.0,-96909.637,35523949.141
148.86,-0.523,-0.556,-0.91,0.0,0.0,-97900.298,35524856.008
148.87,-0.527,-0.565,-0.898,0.0,0.0,-98893.671,35525753.783
148.88,-0.531,-0.574,-0.885,0.0,0.0,-99889.274,35526641.149
148.89,-0.536,-0.583,-0.873,0.0,0.0,-100906.62,35527533.997
148.9,-0.54,-0.591,-0.86,0.0,0.0,-101914.596,35528406.393
148.91,-0.544,-0.6,-0.846,0.0,0.0,-102882.698,35529232.931
148.92,-0.548,-0.608,-0.833,0.0,0.0,-103794.711,35530000.186
148.93,-0.552,-0.617,-0.819,0.0,0.0,-104648.706,35530706.717
148.94,-0.556,-0.625,-0.805,0.0,0.0,-105457.046,35531363.067
148.95,-0.56,-0.633,-0.79,0.0,0.0,-106246.377,35531991.76
148.96,-0.564,-0.64,-0.776,0.0,0.0,-107049.401,35532620.329
148.97,-0.568,-0.648,-0.761,0.0,0.0,-107856.023,35533239.998
148.98,-0.572,-0.656,-0.746,0.0,0.0,-108662.646,35533847.509
148.99,-0.576,-0.663,-0.73,0.0,0.0,-109469.269,35534442.663
149.0,-0.58,-0.67,-0.714,0.0,0.0,-110275.891,35535025.265
149.01,-0.584,-0.677,-0.699,0.0,0.0,-111082.514,35535595.125
149.02,-0.588,-0.684,-0.682,0.0,0.0,-111889.137,35536152.06
149.03,-0.591,-0.691,-0.666,0.0,0.0,-112695.759,35536695.895
149.04,-0.595,-0.698,-0.649,0.0,0.0,-113481.94,35537213.45
149.05,-0.599,-0.704,-0.633,0.0,0.0,-114208.195,35537679.839
149.06,-0.602,-0.71,-0.616,0.0,0.0,-114898.673,35538110.975
149.07,-0.606,-0.716,-0.599,0.0,0.0,-115574.321,35538520.581
149.08,-0.609,-0.722,-0.581,0.0,0.0,-116249.359,35538917.939
149.09,-0.613,-0.728,-0.564,0.0,0.0,-116931.284,35539307.89
149.1,-0.616,-0.733,-0.546,0.0,0.0,-117620.871,35539690.831
149.11,-0.619,-0.739,-0.528,0.0,0.0,-118312.168,35540062.721
149.12,-0.623,-0.744,-0.51,0.0,0.0,-119022.54,35540429.83
149.13,-0.626,-0.749,-0.492,0.0,0.0,-119748.588,35540791.406
149.14,-0.629,-0.754,-0.474,0.0,0.0,-120434.944,35541123.19
149.15,-0.632,-0.759,-0.456,0.0,0.0,-121046.95,35541410.297
149.16,-0.636,-0.763,-0.437,0.0,0.0,-121571.242,35541647.493
149.17,-0.639,-0.767,-0.419,0.0,0.0,-122015.752,35541839.195
149.18,-0.642,-0.771,-0.4,0.0,0.0,-122409.706,35541999.472
149.19,-0.645,-0.775,-0.381,0.0,0.0,-122803.507,35542151.988
149.2,-0.647,-0.779,-0.363,0.0,0.0,-123215.576,35542305.295
149.21,-0.65,-0.783,-0.344,0.0,0.0,-123627.645,35542450.846
149.22,-0.653,-0.786,-0.325,0.0,0.0,-124039.713,35542588.615
149.23,-0.656,-0.789,-0.306,0.0,0.0,-124451.782,35542718.58
149.24,-0.658,-0.792,-0.287,0.0,0.0,-124863.851,35542840.723
149.25,-0.661,-0.795,-0.268,0.0,0.0,-125275.92,35542955.029
149.26,-0.664,-0.797,-0.249,0.0,0.0,-125687.988,35543061.487
149.27,-0.666,-0.8,-0.23,0.0,0.0,-126097.338,35543159.527
149.28,-0.668,-0.802,-0.211,0.0,0.0,-126443.796,35543236.963
149.29,-0.671,-0.804,-0.192,0.0,0.0,-126730.116,35543295.278
149.3,-0.673,-0.806,-0.173,0.0,0.0,-126986.335,35543341.506
149.31,-0.675,-0.807,-0.153,0.0,0.0,-127234.164,35543380.734
149.32,-0.678,-0.809,-0.134,0.0,0.0,-127486.989,35543416.101
149.33,-0.68,-0.81,-0.115,0.0,0.0,-127749.87,35543448.799
149.34,-0.682,-0.811,-0.097,0.0,0.0,-128019.538,35543478.076
149.35,-0.684,-0.812,-0.078,0.0,0.0,-128291.857,35543501.536
149.36,-0.686,-0.813,-0.059,0.0,0.0,-128598.141,35543519.362
149.37,-0.687,-0.813,-0.04,0.0,0.0,-128888.532,35543532.309
149.38,-0.689,-0.814,-0.021,0.0,0.0,-129114.501,35543540.925
149.39,-0.691,-0.814,-0.003,0.0,0.0,-129250.411,35543545.954
149.4,-0.692,-0.814,0.016,0.0,0.0,-129293.51,35543548.341
149.41,-0.694,-0.813,0.034,0.0,0.0,-129263.935,35543549.23
149.42,-0.695,-0.813,0.053,0.0,0.0,-129204.71,35543549.964
149.43,-0.697,-0.812,0.071,0.0,0.0,-129167.767,35543551.787
149.44,-0.698,-0.811,0.089,0.0,0.0,-129136.256,35543554.303
149.45,-0.699,-0.811,0.107,0.0,0.0,-129104.744,35543557.387
149.46,-0.701,-0.809,0.125,0.0,0.0,-129073.232,35543561.034
149.47,-0.702,-0.808,0.142,0.0,0.0,-129041.72,35543565.241
149.48,-0.703,-0.807,0.16,0.0,0.0,-129010.208,35543570.002
149.49,-0.704,-0.805,0.177,0.0,0.0,-128978.697,35543575.313
149.5,-0.704,-0.803,0.194,0.0,0.0,-128947.185,35543581.168
149.51,-0.705,-0.801,0.211,0.0,0.0,-128890.73,35543593.169
149.52,-0.706,-0.799,0.228,0.0,0.0,-128764.007,35543621.967
149.53,-0.707,-0.796,0.245,0.0,0.0,-128595.69,35543661.911
149.54,-0.707,-0.794,0.261,0.0,0.0,-128410.26,35543708.098
149.55,-0.707,-0.791,0.278,0.0,0.0,-128224.3,35543757.194
149.56,-0.708,-0.788,0.294,0.0,0.0,-128046.499,35543807.435
149.57,-0.708,-0.785,0.309,0.0,0.0,-127877.65,35543858.626
149.58,-0.708,-0.782,0.325,0.0,0.0,-127710.646,35543912.142
149.59,-0.708,-0.779,0.34,0.0,0.0,-127560.193,35543960.808
149.6,-0.708,-0.775,0.355,0.0,0.0,-127423.011,35544006.782
149.61,-0.708,-0.772,0.37,0.0,0.0,-127249.715,35544069.779
149.62,-0.708,-0.768,0.385,0.0,0.0,-127009.573,35544162.266
149.63,-0.708,-0.764,0.399,0.0,0.0,-126690.904,35544289.321
149.64,-0.708,-0.76,0.413,0.0,0.0,-126301.087,35544448.624
149.65,-0.707,-0.756,0.427,0.0,0.0,-125866.556,35544630.466
149.66,-0.707,-0.751,0.441,0.0,0.0,-125432.635,35544817.802
149.67,-0.706,-0.747,0.454,0.0,0.0,-125014.689,35545004.729
149.68,-0.705,-0.742,0.467,0.0,0.0,-124596.743,35545197.152
149.69,-0.704,-0.738,0.48,0.0,0.0,-124178.797,35545394.954
149.7,-0.704,-0.733,0.492,0.0,0.0,-123760.851,35545598.017
149.71,-0.703,-0.728,0.504,0.0,0.0,-123342.905,35545806.221
149.72,-0.701,-0.723,0.516,0.0,0.0,-122924.959,35546019.448
149.73,-0.7,-0.717,0.528,0.0,0.0,-122507.013,35546237.573
149.74,-0.699,-0.712,0.539,0.0,0.0,-122086.984,35546461.625
149.75,-0.698,-0.707,0.55,0.0,0.0,-121623.818,35546714.252
149.76,-0.696,-0.701,0.561,0.0,0.0,-121120.254,35546994.154
149.77,-0.695,-0.695,0.571,0.0,0.0,-120596.555,35547290.308
149.78,-0.693,-0.69,0.581,0.0,0.0,-120067.348,35547594.712
149.79,-0.691,-0.684,0.591,0.0,0.0,-119541.615,35547902.388
149.8,-0.689,-0.678,0.6,0.0,0.0,-119022.703,35548211.38
149.81,-0.688,-0.672,0.609,0.0,0.0,-118508.315,35548522.757
149.82,-0.685,-0.666,0.618,0.0,0.0,-117994.721,35548837.982
149.83,-0.683,-0.659,0.627,0.0,0.0,-117497.376,35549146.915
149.84,-0.681,-0.653,0.635,0.0,0.0,-116991.801,35549465.549
149.85,-0.679,-0.647,0.643,0.0,0.0,-116454.349,35549809.224
149.86,-0.676,-0.64,0.65,0.0,0.0,-115872.607,35550185.996
149.87,-0.674,-0.634,0.657,0.0,0.0,-115245.388,35550596.636
149.88,-0.671,-0.627,0.664,0.0,0.0,-114582.739,35551034.629
149.89,-0.669,-0.62,0.671,0.0,0.0,-113905.936,35551486.173
149.9,-0.666,-0.614,0.677,0.0,0.0,-113240.227,35551934.85
149.91,-0.663,-0.607,0.683,0.0,0.0,-112577.023,35552385.968
149.92,-0.66,-0.6,0.689,0.0,0.0,-111913.818,35552840.926
149.93,-0.657,-0.593,0.694,0.0,0.0,-111250.613,35553299.515
149.94,-0.654,-0.586,0.699,0.0,0.0,-110587.409,35553761.527
149.95,-0.651,-0.579,0.704,0.0,0.0,-109924.204,35554226.755
149.96,-0.647,-0.572,0.708,0.0,0.0,-109260.999,35554694.994
149.97,-0.644,-0.565,0.712,0.0,0.0,-108597.794,35555166.039
149.98,-0.64,-0.558,0.716,0.0,0.0,-107926.552,35555645.466
149.99,-0.637,-0.551,0.72,0.0,0.0,-107233.537,35556142.974
150.0,-0.633,-0.543,0.723,0.0,0.0,-106527.742,35556651.942
150.01,-0.629,-0.536,0.726,0.0,0.0,-105816.728,35557166.765
150.02,-0.626,-0.529,0.728,0.0,0.0,-105105.607,35557683.586
150.03,-0.622,-0.522,0.73,0.0,0.0,-104397.04,35558200.302
150.04,-0.618,-0.514,0.732,0.0,0.0,-103691.237,35558716.556
150.05,-0.613,-0.507,0.734,0.0,0.0,-102985.956,35559233.743
150.06,-0.609,-0.5,0.736,0.0,0.0,-102282.049,35559750.982
150.07,-0.605,-0.492,0.737,0.0,0.0,-101579.746,35560267.943
150.08,-0.601,-0.485,0.738,0.0,0.0,-100872.719,35560789.102
150.09,-0.596,-0.478,0.738,0.0,0.0,-100157.046,35561317.163
150.1,-0.592,-0.47,0.738,0.0,0.0,-99431.26,35561853.016
150.11,-0.587,-0.463,0.738,0.0,0.0,-98696.349,35562395.741
150.12,-0.582,-0.455,0.738,0.0,0.0,-97955.749,35562942.611
150.13,-0.578,-0.448,0.738,0.0,0.0,-97215.323,35563489.107
150.14,-0.573,-0.441,0.737,0.0,0.0,-96476.906,35564033.687
150.15,-0.568,-0.433,0.736,0.0,0.0,-95738.488,35564577.646
150.16,-0.563,-0.426,0.735,0.0,0.0,-95000.07,35565120.803
150.17,-0.558,-0.419,0.733,0.0,0.0,-94261.653,35565662.977
150.18,-0.553,-0.411,0.732,0.0,0.0,-93523.235,35566203.992
150.19,-0.548,-0.404,0.73,0.0,0.0,-92784.818,35566743.674
150.2,-0.542,-0.397,0.728,0.0,0.0,-92046.4,35567281.854
150.21,-0.537,-0.389,0.725,0.0,0.0,-91308.19,35567818.214
150.22,-0.532,-0.382,0.723,0.0,0.0,-90573.857,35568349.943
150.23,-0.526,-0.375,0.72,0.0,0.0,-89843.081,35568877.119
150.24,-0.521,-0.368,0.717,0.0,0.0,-89114.07,35569400.889
150.25,-0.515,-0.361,0.714,0.0,0.0,-88385.533,35569922.037
150.26,-0.509,-0.353,0.71,0.0,0.0,-87656.68,35570440.991
150.27,-0.504,-0.346,0.707,0.0,0.0,-86927.22,35570957.815
150.28,-0.498,-0.339,0.703,0.0,0.0,-86197.366,35571472.217
150.29,-0.492,-0.332,0.699,0.0,0.0,-85466.393,35571984.52
150.3,-0.486,-0.325,0.695,0.0,0.0,-84728.631,35572498.451
150.31,-0.48,-0.318,0.69,0.0,0.0,-83994.292,35573006.945
150.32,-0.474,-0.312,0.686,0.0,0.0,-83272.655,35573503.586
150.33,-0.468,-0.305,0.681,0.0,0.0,-82568.563,35573984.994
150.34,-0.462,-0.298,0.676,0.0,0.0,-81882.419,35574450.827
150.35,-0.456,-0.291,0.671,0.0,0.0,-81210.186,35574903.782
150.36,-0.45,-0.285,0.666,0.0,0.0,-80543.392,35575349.591
150.37,-0.444,-0.278,0.661,0.0,0.0,-79872.153,35575794.943
150.38,-0.437,-0.271,0.655,0.0,0.0,-79199.986,35576237.329
150.39,-0.431,-0.265,0.65,0.0,0.0,-78527.819,35576676.021
150.4,-0.425,-0.258,0.644,0.0,0.0,-77855.653,35577110.931
150.41,-0.419,-0.252,0.638,0.0,0.0,-77183.486,35577541.977
150.42,-0.412,-0.246,0.632,0.0,0.0,-76511.319,35577969.079
150.43,-0.406,-0.239,0.626,0.0,0.0,-75839.153,35578392.162
150.44,-0.399,-0.233,0.62,0.0,0.0,-75166.986,35578811.152
150.45,-0.393,-0.227,0.614,0.0,0.0,-74503.189,35579220.884
150.46,-0.386,-0.221,0.608,0.0,0.0,-73861.198,35579613.161
150.47,-0.38,-0.215,0.601,0.0,0.0,-73231.906,35579993.572
150.48,-0.373,-0.209,0.595,0.0,0.0,-72607.758,35580366.735
150.49,-0.366,-0.203,0.588,0.0,0.0,-71983.661,35580735.754
150.5,-0.36,-0.197,0.582,0.0,0.0,-71356.979,35581102.211
150.51,-0.353,-0.191,0.575,0.0,0.0,-70727.539,35581466.17
150.52,-0.347,-0.185,0.568,0.0,0.0,-70097.625,35581826.178
150.53,-0.34,-0.18,0.561,0.0,0.0,-69459.67,35582186.084
150.54,-0.333,-0.174,0.554,0.0,0.0,-68816.728,35582544.334
150.55,-0.327,-0.169,0.547,0.0,0.0,-68189.6,35582889.804
150.56,-0.32,-0.163,0.54,0.0,0.0,-67591.082,35583215.692
150.57,-0.313,-0.158,0.533,0.0,0.0,-67025.888,35583519.56
150.58,-0.306,-0.153,0.526,0.0,0.0,-66490.652,35583803.331
150.59,-0.3,-0.147,0.519,0.0,0.0,-65973.927,35584073.295
150.6,-0.293,-0.142,0.512,0.0,0.0,-65456.32,35584340.029
150.61,-0.286,-0.137,0.505,0.0,0.0,-64932.256,35584606.559
150.62,-0.279,-0.132,0.498,0.0,0.0,-64408.192,35584869.36
150.63,-0.273,-0.127,0.491,0.0,0.0,-63884.128,35585128.428
150.64,-0.266,-0.122,0.484,0.0,0.0,-63360.064,35585383.763
150.65,-0.259,-0.117,0.477,0.0,0.0,-62836.0,35585635.364
150.66,-0.252,-0.113,0.469,0.0,0.0,-62311.935,35585883.235
150.67,-0.246,-0.108,0.462,0.0,0.0,-61787.871,35586127.383
150.68,-0.239,-0.104,0.455,0.0,0.0,-61265.257,35586367.168
150.69,-0.232,-0.099,0.448,0.0,0.0,-60767.187,35586592.316
150.7,-0.226,-0.095,0.441,0.0,0.0,-60291.203,35586804.067
150.71,-0.219,-0.09,0.434,0.0,0.0,-59826.131,35587007.544
150.72,-0.212,-0.086,0.427,0.0,0.0,-59363.931,35587206.437
150.73,-0.206,-0.082,0.42,0.0,0.0,-58899.698,35587403.008
150.74,-0.199,-0.077,0.413,0.0,0.0,-58431.666,35587598.082
150.75,-0.192,-0.073,0.407,0.0,0.0,-57961.204,35587791.058
150.76,-0.186,-0.069,0.4,0.0,0.0,-57489.501,35587981.186
150.77,-0.179,-0.065,0.393,0.0,0.0,-57005.715,35588172.574
150.78,-0.173,-0.061,0.386,0.0,0.0,-56528.612,35588358.351
150.79,-0.166,-0.058,0.38,0.0,0.0,-56075.341,35588532.225
150.8,-0.16,-0.054,0.373,0.0,0.0,-55654.789,35588691.006
150.81,-0.153,-0.05,0.367,0.0,0.0,-55267.587,35588834.608
150.82,-0.147,-0.047,0.36,0.0,0.0,-54906.101,35588966.049
150.83,-0.14,-0.043,0.354,0.0,0.0,-54554.441,35589091.448
150.84,-0.134,-0.039,0.348,0.0,0.0,-54194.409,35589217.766
150.85,-0.127,-0.036,0.342,0.0,0.0,-53832.762,35589342.46
150.86,-0.121,-0.033,0.336,0.0,0.0,-53471.116,35589464.947
150.87,-0.115,-0.029,0.33,0.0,0.0,-53109.469,35589585.258
150.88,-0.109,-0.026,0.324,0.0,0.0,-52747.822,35589703.426
150.89,-0.102,-0.023,0.318,0.0,0.0,-52386.176,35589819.486
150.9,-0.096,-0.02,0.312,0.0,0.0,-52024.529,35589933.472
150.91,-0.09,-0.017,0.307,0.0,0.0,-51662.882,35590045.42
150.92,-0.084,-0.014,0.301,0.0,0.0,-51310.62,35590152.578
150.93,-0.078,-0.011,0.296,0.0,0.0,-50981.886,35590250.833
150.94,-0.072,-0.008,0.291,0.0,0.0,-50666.749,35590343.259
150.95,-0.066,-0.005,0.285,0.0,0.0,-50357.075,35590432.376
150.96,-0.06,-0.002,0.28,0.0,0.0,-50047.395,35590519.89
150.97,-0.054,0.001,0.275,0.0,0.0,-49734.897,35590606.694
150.98,-0.048,0.004,0.271,0.0,0.0,-49419.433,35590692.87
150.99,-0.042,0.006,0.266,0.0,0.0,-49103.513,35590777.687
151.0,-0.036,0.009,0.261,0.0,0.0,-48782.109,35590862.293
151.01,-0.031,0.012,0.257,0.0,0.0,-48457.352,35590946.294
151.02,-0.025,0.014,0.253,0.0,0.0,-48144.18,35591026.081
151.03,-0.019,0.017,0.248,0.0,0.0,-47851.739,35591099.481
151.04,-0.014,0.019,0.244,0.0,0.0,-47583.344,35591165.761
151.05,-0.008,0.021,0.24,0.0,0.0,-47336.481,35591225.631
151.06,-0.002,0.024,0.236,0.0,0.0,-47102.806,35591281.247
151.07,0.003,0.026,0.233,0.0,0.0,-46868.276,35591336.17
151.08,0.008,0.028,0.229,0.0,0.0,-46629.202,35591391.355
151.09,0.014,0.031,0.226,0.0,0.0,-46390.128,35591445.694
151.1,0.019,0.033,0.222,0.0,0.0,-46151.053,35591499.216
151.11,0.024,0.035,0.219,0.0,0.0,-45911.979,35591551.952
151.12,0.03,0.037,0.216,0.0,0.0,-45672.905,35591603.932
151.13,0.035,0.04,0.213,0.0,0.0,-45433.831,35591655.188
151.14,0.04,0.042,0.21,0.0,0.0,-45194.756,35591705.749
